2015-11-19 18:11:11.098975,392
2015-11-19 18:11:11.119994,392
2015-11-19 18:11:11.140873,392
2015-11-19 18:11:11.161918,392
2015-11-19 18:11:11.182910,392
2015-11-19 18:11:11.203912,392
2015-11-19 18:11:11.224919,392
2015-11-19 18:11:11.245739,392
2015-11-19 18:11:11.266789,392
2015-11-19 18:11:11.287790,392
2015-11-19 18:11:11.308794,392
2015-11-19 18:11:11.329835,392
2015-11-19 18:11:11.350836,392
2015-11-19 18:11:11.371796,392
2015-11-19 18:11:11.392846,392
2015-11-19 18:11:11.413853,392
2015-11-19 18:11:11.434840,392
2015-11-19 18:11:11.455835,392
2015-11-19 18:11:11.476844,392
2015-11-19 18:11:11.497822,392
2015-11-19 18:11:11.518841,392
2015-11-19 18:11:11.539858,392
2015-11-19 18:11:11.560843,392
2015-11-19 18:11:11.581855,392
2015-11-19 18:11:11.602757,392
2015-11-19 18:11:11.623783,392
2015-11-19 18:11:11.644804,392
2015-11-19 18:11:11.665781,392
2015-11-19 18:11:11.686783,392
2015-11-19 18:11:11.707879,392
2015-11-19 18:11:11.728913,392
2015-11-19 18:11:11.749716,392
2015-11-19 18:11:11.770850,392
2015-11-19 18:11:11.791809,392
2015-11-19 18:11:11.812805,392
2015-11-19 18:11:11.833841,392
2015-11-19 18:11:11.854808,392
2015-11-19 18:11:11.875806,392
2015-11-19 18:11:11.896973,392
2015-11-19 18:11:11.917845,392
2015-11-19 18:11:11.938841,392
2015-11-19 18:11:11.959928,392
2015-11-19 18:11:11.980762,392
2015-11-19 18:11:12.001845,392
2015-11-19 18:11:12.022798,392
2015-11-19 18:11:12.043805,392
2015-11-19 18:11:12.064969,392
2015-11-19 18:11:12.085914,392
2015-11-19 18:11:12.106854,392
2015-11-19 18:11:12.127785,392
2015-11-19 18:11:12.148783,392
2015-11-19 18:11:12.169782,392
2015-11-19 18:11:12.190852,392
2015-11-19 18:11:12.211828,392
2015-11-19 18:11:12.232744,392
2015-11-19 18:11:12.253738,392
2015-11-19 18:11:12.274733,392
2015-11-19 18:11:12.295783,392
2015-11-19 18:11:12.316774,392
2015-11-19 18:11:12.337853,392
2015-11-19 18:11:12.358902,392
2015-11-19 18:11:12.379900,391
2015-11-19 18:11:12.400858,391
2015-11-19 18:11:12.421853,391
2015-11-19 18:11:12.442900,391
